,Unnamed: 0,Country,Country Code,Series,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2020 [YR2020]
503,503,Singapore,SGP,PISA: Mean performance on the science scale,LO.PISA.SCI,,541.6955180901809,,,551.493156642825,,,,
504,504,Sint Maarten (Dutch part),SXM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
505,505,Sint Maarten (Dutch part),SXM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
506,506,Sint Maarten (Dutch part),SXM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
507,507,Slovak Republic,SVK,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,496.683420165049,,,481.6447440063249,,,,
508,508,Slovak Republic,SVK,PISA: Mean performance on the reading scale,LO.PISA.REA,,477.443352445841,,,462.76703277016196,,,,
509,509,Slovak Republic,SVK,PISA: Mean performance on the science scale,LO.PISA.SCI,,490.265922092352,,,471.193177266055,,,,
510,510,Slovenia,SVN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,501.472389492358,,,501.127422390952,,,,
511,511,Slovenia,SVN,PISA: Mean performance on the reading scale,LO.PISA.REA,,483.08204231910105,,,481.316283491682,,,,
512,512,Slovenia,SVN,PISA: Mean performance on the science scale,LO.PISA.SCI,,511.759473108356,,,514.142554966146,,,,
513,513,Solomon Islands,SLB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
514,514,Solomon Islands,SLB,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
515,515,Solomon Islands,SLB,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
516,516,Somalia,SOM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
517,517,Somalia,SOM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
518,518,Somalia,SOM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
519,519,South Africa,ZAF,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
520,520,South Africa,ZAF,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
521,521,South Africa,ZAF,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
522,522,South Sudan,SSD,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
523,523,South Sudan,SSD,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
524,524,South Sudan,SSD,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
525,525,Spain,ESP,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,483.493140321268,,,484.319297801971,,,,
526,526,Spain,ESP,PISA: Mean performance on the reading scale,LO.PISA.REA,,481.04232605262496,,,487.939181597799,,,,
527,527,Spain,ESP,PISA: Mean performance on the science scale,LO.PISA.SCI,,488.254630256288,,,496.44582282447305,,,,
528,528,Sri Lanka,LKA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
529,529,Sri Lanka,LKA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
530,530,Sri Lanka,LKA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
531,531,St. Kitts and Nevis,KNA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
532,532,St. Kitts and Nevis,KNA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
533,533,St. Kitts and Nevis,KNA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
534,534,St. Lucia,LCA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
535,535,St. Lucia,LCA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
536,536,St. Lucia,LCA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
537,537,St. Martin (French part),MAF,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
538,538,St. Martin (French part),MAF,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
539,539,St. Martin (French part),MAF,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
540,540,St. Vincent and the Grenadines,VCT,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
541,541,St. Vincent and the Grenadines,VCT,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
542,542,St. Vincent and the Grenadines,VCT,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
543,543,Sudan,SDN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
544,544,Sudan,SDN,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
545,545,Sudan,SDN,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
546,546,Suriname,SUR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
547,547,Suriname,SUR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
548,548,Suriname,SUR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
549,549,Swaziland,SWZ,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
550,550,Swaziland,SWZ,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
551,551,Swaziland,SWZ,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
552,552,Sweden,SWE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,494.2381754223989,,,478.260635903011,,,,
553,553,Sweden,SWE,PISA: Mean performance on the reading scale,LO.PISA.REA,,497.449423526009,,,483.335005574195,,,,
554,554,Sweden,SWE,PISA: Mean performance on the science scale,LO.PISA.SCI,,495.105898116161,,,484.798965809011,,,,
555,555,Switzerland,CHE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,533.960644920522,,,530.931003950396,,,,
556,556,Switzerland,CHE,PISA: Mean performance on the reading scale,LO.PISA.REA,,500.500211859255,,,509.0402497125189,,,,
557,557,Switzerland,CHE,PISA: Mean performance on the science scale,LO.PISA.SCI,,516.567510249693,,,515.297523463759,,,,
558,558,Syrian Arab Republic,SYR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
559,559,Syrian Arab Republic,SYR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
560,560,Syrian Arab Republic,SYR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
561,561,Tajikistan,TJK,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
562,562,Tajikistan,TJK,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
563,563,Tajikistan,TJK,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
564,564,Tanzania,TZA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
565,565,Tanzania,TZA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
566,566,Tanzania,TZA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
567,567,Thailand,THA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,418.583934960989,,,426.7374912930111,,,,
568,568,Thailand,THA,PISA: Mean performance on the reading scale,LO.PISA.REA,,421.37441418059603,,,441.219934309878,,,,
569,569,Thailand,THA,PISA: Mean performance on the science scale,LO.PISA.SCI,,425.296284930708,,,443.99993508944505,,,,
570,570,Timor-Leste,TMP,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
571,571,Timor-Leste,TMP,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
572,572,Timor-Leste,TMP,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
573,573,Togo,TGO,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
574,574,Togo,TGO,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
575,575,Togo,TGO,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
576,576,Tonga,TON,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
577,577,Tonga,TON,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
578,578,Tonga,TON,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
579,579,Trinidad and Tobago,TTO,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,414.044966735268,,,,,,,
580,580,Trinidad and Tobago,TTO,PISA: Mean performance on the reading scale,LO.PISA.REA,,416.45233185653,,,,,,,
581,581,Trinidad and Tobago,TTO,PISA: Mean performance on the science scale,LO.PISA.SCI,,410.19561750989,,,,,,,
582,582,Tunisia,TUN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,371.4835029767049,,,387.824629620248,,,,
583,583,Tunisia,TUN,PISA: Mean performance on the reading scale,LO.PISA.REA,,403.63265545880205,,,404.078467250271,,,,
584,584,Tunisia,TUN,PISA: Mean performance on the science scale,LO.PISA.SCI,,400.661484247373,,,398.046450918533,,,,
585,585,Turkey,TUR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,445.4513402414389,,,447.984414978955,,,,
586,586,Turkey,TUR,PISA: Mean performance on the reading scale,LO.PISA.REA,,464.194375387402,,,475.491466080751,,,,
587,587,Turkey,TUR,PISA: Mean performance on the science scale,LO.PISA.SCI,,453.909717955233,,,463.412909072733,,,,
588,588,Turkmenistan,TKM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
589,589,Turkmenistan,TKM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
590,590,Turkmenistan,TKM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
591,591,Turks and Caicos Islands,TCA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
592,592,Turks and Caicos Islands,TCA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
593,593,Turks and Caicos Islands,TCA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
594,594,Tuvalu,TUV,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
595,595,Tuvalu,TUV,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
596,596,Tuvalu,TUV,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
597,597,Uganda,UGA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
598,598,Uganda,UGA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
599,599,Uganda,UGA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
600,600,Ukraine,UKR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
601,601,Ukraine,UKR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
602,602,Ukraine,UKR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
603,603,United Arab Emirates,ARE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
604,604,United Arab Emirates,ARE,PISA: Mean performance on the reading scale,LO.PISA.REA,,431.41611212018,,,441.70373607625504,,,,
605,605,United Arab Emirates,ARE,PISA: Mean performance on the science scale,LO.PISA.SCI,,437.806416216099,,,448.3702958632009,,,,
606,606,United Kingdom,GBR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,492.414078206256,,,493.93423089631597,,,,
607,607,United Kingdom,GBR,PISA: Mean performance on the reading scale,LO.PISA.REA,,494.182010308355,,,499.323115130356,,,,
608,608,United Kingdom,GBR,PISA: Mean performance on the science scale,LO.PISA.SCI,,513.710240139805,,,514.129321054891,,,,
609,609,United States,USA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,487.396520406538,,,481.366786279212,,,,
610,610,United States,USA,PISA: Mean performance on the reading scale,LO.PISA.REA,,499.826821131663,,,497.58171811695297,,,,
611,611,United States,USA,PISA: Mean performance on the science scale,LO.PISA.SCI,,502.002265007935,,,497.409811483087,,,,
612,612,Uruguay,URY,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,426.72377266341795,,,409.29156793771597,,,,
613,613,Uruguay,URY,PISA: Mean performance on the reading scale,LO.PISA.REA,,425.813358651984,,,411.34891904111504,,,,
614,614,Uruguay,URY,PISA: Mean performance on the science scale,LO.PISA.SCI,,427.214249705468,,,415.84293548984596,,,,
615,615,Uzbekistan,UZB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
616,616,Uzbekistan,UZB,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
617,617,Uzbekistan,UZB,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
618,618,Vanuatu,VUT,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
619,619,Vanuatu,VUT,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
620,620,Vanuatu,VUT,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
621,621,"Venezuela, RB",VEN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
622,622,"Venezuela, RB",VEN,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
623,623,"Venezuela, RB",VEN,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
624,624,Vietnam,VNM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,511.338207501184,,,,
625,625,Vietnam,VNM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,508.218990432106,,,,
626,626,Vietnam,VNM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,528.423258986674,,,,
627,627,Virgin Islands (U.S.),VIR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
628,628,Virgin Islands (U.S.),VIR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
629,629,Virgin Islands (U.S.),VIR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
630,630,West Bank and Gaza,WBG,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
631,631,West Bank and Gaza,WBG,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
632,632,West Bank and Gaza,WBG,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
633,633,"Yemen, Rep.",YEM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
634,634,"Yemen, Rep.",YEM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
635,635,"Yemen, Rep.",YEM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
636,636,Zambia,ZMB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
637,637,Zambia,ZMB,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
638,638,Zambia,ZMB,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
639,639,Zimbabwe,ZWE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
640,640,Zimbabwe,ZWE,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
641,641,Zimbabwe,ZWE,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
